normalized_title,representative_title,first_seen_issue,issue_count,occurrence_count,best_confidence,source_kinds,game_id,first_seen_year,last_seen_issue,last_seen_year,alias_count,alias_titles,legacy_normalized_titles,observed_content_kinds,observed_content_forms,content_class,cleanup_flags,merge_confidence,match_status,match_confidence,canonical_title,canonical_slug,entity_type,release_year,wikipedia_url,wikidata_id,wikidata_url,categories,genres,themes,rating_value,rating_scale,rating_count,rating_source,rating_url,metadata_sources,match_action,match_notes,data_quality_score
ankh herz des osiris,Ankh: Herz des Osiris,CBS012007DVD,5,6,high,disc-metadata-value,ankhherzdesosiris,2007,CBS032008DVD,2008,4,Ankh Herz des Osiris; Ankh Herz des Osiris v 1; Ankh Herzdes Osiris; Ankh Herzdes Osirisv,ankh herz des osiris; ankh herz des osiris v 1; ankh herzdes osiris; ankh herzdes osirisv,unknown,game_title,game,stripped_version_suffix; display_title_backfilled_from_canonical,medium,matched,high,Ankh: Herz des Osiris,ankh-herz-des-osiris,game,2006,https://de.wikipedia.org/wiki/Ankh%3A_Herz_des_Osiris,Q557279,https://www.wikidata.org/wiki/Q557279,adventure,adventure video game,,61/100,,,Kritikanstvo,https://www.wikidata.org/wiki/Q117190337,wikidata,retained_best_alias_match,,90
ankh kampfder gtter,Ankh Kampfder Gtter,CBS022008DVDGold,1,1,high,disc-metadata-value,ankhkampfdergtter,2008,CBS022008DVDGold,2008,1,Ankh Kampfder Gtter,ankh kampfder gtter,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
anno,Anno,CBS032007DVD,2,2,high,disc-metadata-value,anno,2007,CBS072007DVD,2007,1,Annov,annov,unknown,game_title,game,stripped_version_suffix,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
anno 1602,Anno 1602,CBS072003,1,1,high,vollversion-fullversion,anno1602,2003,CBS072003,2003,1,Anno 1602,anno1602,full_version,full_version_game,game,,high,matched,high,Anno 1602,anno-1602,game,1998,https://en.wikipedia.org/wiki/Anno_1602,Q567250,https://www.wikidata.org/wiki/Q567250,strategy,real-time strategy,,,,,,,wikidata,retained_best_alias_match,,92
anno 1701 der fluch des drachen,Anno 1701 Der Fluch des Drachen,CBS122007DVD,1,1,high,disc-metadata-value,anno1701derfluchdesdrachen,2007,CBS122007DVD,2007,1,Anno 1701 Der Fluch des Drachen (Add On Demo),anno1701 der fluch des drachen add on,demo,expansion_or_addon_demo,expansion_or_addon,stripped_disc_descriptor,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikipedia search results; demoted_weak_alias_match,50
anno 1701 der fluchdes drachen add on,Anno 1701 Der Fluchdes Drachen Add On,CBS122007DVD,1,1,high,disc-metadata-value,anno1701derfluchdesdrachenaddon,2007,CBS122007DVD,2007,1,Anno1701 Der Fluchdes Drachen Add On,anno1701 der fluchdes drachen add on,unknown,expansion_or_addon,expansion_or_addon,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,45
another worldth anniversary edition,Another Worldth Anniversary Edition,CBS052007DVD,1,1,high,disc-metadata-value,anotherworldthanniversaryedition,2007,CBS052007DVD,2007,1,Another Worldth Anniversary Edition,another worldth anniversary,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
ansto,Ansto,CBS112006DVD,1,1,high,disc-metadata-value,ansto,2006,CBS112006DVD,2006,1,Anstov,anstov,unknown,game_title,game,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
ansto edition,Ansto Edition,CBS072006DVD,1,1,high,disc-metadata-value,anstoedition,2006,CBS072006DVD,2006,1,Ansto Edition,ansto,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
anstoss,Anstoss,CBS102006DVDGOLD,1,1,high,disc-metadata-value,anstoss,2006,CBS102006DVDGOLD,2006,1,Anstoss,anstoss,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikipedia search results; demoted_weak_alias_match,60
anstoss 3,Anstoss 3,CBS112003,1,1,high,vollversion-fullversion,anstoss3,2003,CBS112003,2003,1,Anstoss 3,anstoss 3,full_version,full_version_game,game,,high,matched,high,Anstoss 3,anstoss-3,game,2000,https://de.wikipedia.org/wiki/Anstoss_3,Q105908687,https://www.wikidata.org/wiki/Q105908687,simulation; sports,business simulation game; sports video game,,,,,,,wikidata,retained_best_alias_match,,92
anstoss action,Anstoss Action,CBS122003 (CD1),2,2,high,vollversion-fullversion,anstossaction,2003,CBS122003 (CD2),2003,1,Anstoss Action,anstoss action,full_version,full_version_game,game,,high,matched,high,Anstoss Action,anstoss-action,game,,https://de.wikipedia.org/wiki/Anstoss_Action,Q135225864,https://www.wikidata.org/wiki/Q135225864,other,,,,,,,,wikidata,retained_best_alias_match,,88
anstoss edition,Anstoss Edition,CBS072006DVD,1,1,high,disc-metadata-value,anstossedition,2006,CBS072006DVD,2006,1,Anstoss Edition,anstoss,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikipedia search results; demoted_weak_alias_match,60
anstov zwei,Anstov Zwei,CBS112006DVD,1,1,high,disc-metadata-value,anstovzwei,2006,CBS112006DVD,2006,1,Anstov Zwei,anstov zwei,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
antira mexiko,"Antira, Mexiko",CBS012005DVD,1,1,high,disc-metadata-value,antiramexiko,2005,CBS012005DVD,2005,1,"Antira, Mexiko",antira mexiko,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
anti twin,Anti Twin,CBS042008DVD,1,1,high,disc-metadata-value,antitwin,2008,CBS042008DVD,2008,1,Anti Twin,anti twin,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
apassionata die galanacht der pferde,Apassionata - Die Galanacht der Pferde,CBS032009DVD,1,1,high,disc-metadata-value,apassionatadiegalanachtderpferde,2009,CBS032009DVD,2009,1,Apassionata - Die Galanacht der Pferde,apassionata die galanacht der pferde,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
aquanox 2,Aquanox 2,CBS092004DVD,1,1,high,vollversion-fullversion,aquanox2,2004,CBS092004DVD,2004,1,Aquanox 2,aquanox 2,full_version,full_version_game,game,,high,matched,high,Aquanox 2: Revelation,aquanox-2-revelation,game,2003,https://de.wikipedia.org/wiki/Aquanox_2%3A_Revelation,Q2859116,https://www.wikidata.org/wiki/Q2859116,shooter,first-person shooter; post-apocalyptic video game,,,,,,,wikidata,retained_best_alias_match,,92
arcade race crash,Arcade Race Crash,CBS082007DVD,1,1,high,disc-metadata-value,arcaderacecrash,2007,CBS082007DVD,2007,1,Arcade Race Crash,arcade race crash,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
arena wars,Arena Wars,CBS112004DVD,3,3,high,disc-metadata-value,arenawars,2004,CBS012005DVD,2005,2,Arena Wars; Arena Wars v 1 1,arena wars; arena wars v 1 1,unknown,game_title,game,stripped_version_suffix,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
arena wars reloaded,Arena Wars Reloaded,CBS112007DVD,1,1,high,disc-metadata-value,arenawarsreloaded,2007,CBS112007DVD,2007,1,Arena Wars Reloaded,arena wars reloaded,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikipedia search results; demoted_weak_alias_match,60
arma 2,Arma 2,CBS102009DVDGold,1,1,high,disc-metadata-value,arma2,2009,CBS102009DVDGold,2009,1,arma 2,arma 2,unknown,game_title,game,display_title_backfilled_from_canonical,high,matched,high,Arma 2,arma-2,game,2009,https://en.wikipedia.org/wiki/Arma_2,Q296744,https://www.wikidata.org/wiki/Q296744,action; shooter; simulation; strategy,action game; first-person shooter; simulation video game; strategy video game; third-person shooter,,,,,,,wikidata,retained_best_alias_match,,92
armagetron advanced,Armagetron Advanced,CBS072009DVD,1,1,high,disc-metadata-value,armagetronadvanced,2009,CBS072009DVD,2009,1,Armagetron Advanced,armagetron advanced,unknown,game_title,game,,high,matched,high,Armagetron Advanced,armagetron-advanced,tool,2001,https://en.wikipedia.org/wiki/Armagetron_Advanced,Q676587,https://www.wikidata.org/wiki/Q676587,utility,racing video game,,,,,,,wikidata,retained_best_alias_match,,92
armed assault,Armed Assault,CBS032007DVD,4,4,high,disc-metadata-value,armedassault,2007,CBS062007DVD,2007,2,Armed Assault; Armed Assaultv,armed assault; armed assaultv,unknown,game_title,game,stripped_version_suffix,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
armies of exigo,Armies of Exigo,CBS112004DVD,2,3,high,disc-metadata-value,armiesofexigo,2004,CBS122008DVD,2008,1,Armies of Exigo,armies of exigo,unknown,game_title,game,,high,matched,high,Armies of Exigo,armies-of-exigo,game,2004,https://en.wikipedia.org/wiki/Armies_of_Exigo,Q686963,https://www.wikidata.org/wiki/Q686963,strategy,real-time strategy,,,,,,,wikidata,retained_best_alias_match,,92
armor digit,armor digit,CBS012005DVD,1,1,high,disc-metadata-value,armordigit,2005,CBS012005DVD,2005,1,armor digit,armor digit,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
armored core,Armored Core,CBS062007DVD,1,1,high,disc-metadata-value,armoredcore,2007,CBS062007DVD,2007,1,Armored Core,armored core,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
armour of god 2,Armour of God 2,CBS032008DVD,1,2,high,disc-metadata-value,armourofgod2,2008,CBS032008DVD,2008,1,Armour of God 2,armour of god 2,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
armyof two,Armyof Two,CBS022007DVD,1,1,high,disc-metadata-value,armyoftwo,2007,CBS022007DVD,2007,1,Armyof Two,armyof two,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikipedia search results; demoted_weak_alias_match,60
arthurunddie minimoys,Arthurunddie Minimoys,CBS022007DVD,1,1,high,disc-metadata-value,arthurunddieminimoys,2007,CBS022007DVD,2007,1,Arthurunddie Minimoys,arthurunddie minimoys,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
asghan,Asghan,CBS012001,1,1,high,vollversion-fullversion,asghan,2001,CBS012001,2001,1,Asghan,asghan,full_version,full_version_game,game,,high,matched,high,Asghan: The Dragon Slayer,asghan-the-dragon-slayer,game,1998,https://en.wikipedia.org/wiki/Asghan%3A_The_Dragon_Slayer,Q4804283,https://www.wikidata.org/wiki/Q4804283,action; adventure,action-adventure game,,,,,,,wikidata,retained_best_alias_match,,92
assasins creed,Assasins Creed,CBS082007DVDGold,1,1,high,disc-metadata-value,assasinscreed,2007,CBS082007DVDGold,2007,1,Assasins Creed,assasins creed,unknown,game_title,game,,high,matched,high,Assassin's Creed,assassin-s-creed,game,2007,https://en.wikipedia.org/wiki/Assassin%27s_Creed,Q420292,https://www.wikidata.org/wiki/Q420292,action; adventure,action-adventure game; historical video game; science fiction video game,,,,,,,wikidata,retained_best_alias_match,,92
assassins creed,Assassins Creed,CBS082006DVD,2,2,high,disc-metadata-value,assassinscreed,2006,CBS012007DVD,2007,1,Assassins Creed,assassins creed,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
assault heroes,Assault Heroes,CBS062008DVD,1,1,high,disc-metadata-value,assaultheroes,2008,CBS062008DVD,2008,1,Assault Heroes,assault heroes,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
asterix obelix xxl 2,Asterix Obelix XXL 2,CBS032006DVD,1,1,high,disc-metadata-value,asterixobelixxxl2,2006,CBS032006DVD,2006,1,Asterix Obelix XXL 2,asterix obelix xxl 2,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikipedia search results; demoted_weak_alias_match,60
astro man,Astro Man,CBS082007DVDBonus,1,1,high,disc-metadata-value,astroman,2007,CBS082007DVDBonus,2007,1,Astro Man,astro man,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,demoted_raw_qid_title; wikidata_only_match; demoted_weak_alias_match,45
athletics,Athletics,CBS092001,1,1,high,vollversion-fullversion,athletics,2001,CBS092001,2001,1,Athletics,athletics,full_version,full_version_game,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; matched a generic sport concept instead of a specific software title; demoted_weak_alias_match,55
atlantis dasheilige vermchtnis,Atlantis Dasheilige Vermchtnis,CBS032007DVD,1,1,high,disc-metadata-value,atlantisdasheiligevermchtnis,2007,CBS032007DVD,2007,1,Atlantis Dasheilige Vermchtnis,atlantis dasheilige vermchtnis,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
atlantis evolution,Atlantis Evolution,CBS012005DVD,1,1,high,disc-metadata-value,atlantisevolution,2005,CBS012005DVD,2005,1,Atlantis Evolution,atlantis evolution,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
atoll,Atoll,CBS082007DVDBonus,1,1,high,disc-metadata-value,atoll,2007,CBS082007DVDBonus,2007,1,Atoll,atoll,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,demoted_raw_qid_title; demoted_release_year_conflict; wikidata_only_match; demoted_weak_alias_match,35
atomund molekl,Atomund Molekl,CBS082007DVDBonus,1,1,high,disc-metadata-value,atomundmolekl,2007,CBS082007DVDBonus,2007,1,Atomund Molekl,atomund molekl,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
attack on pearl harbor,Attack on Pearl Harbor,CBS082007DVDGold,2,3,high,disc-metadata-value,attackonpearlharbor,2007,CBS102007DVD,2007,2,Attack on Pearl Harbor; Attackon Pearl Harbor,attack on pearl harbor; attackon pearl harbor,unknown,game_title,game,,medium,matched,high,Attack on Pearl Harbor (video game),attack-on-pearl-harbor-video-game,game,2007,https://en.wikipedia.org/wiki/Attack_on_Pearl_Harbor_%28video_game%29,Q4818006,https://www.wikidata.org/wiki/Q4818006,simulation,flight simulation video game,,,,,,,wikidata,retained_best_alias_match,,87
auer gefahr,Auer Gefahr,CBS082007DVDBonus,1,1,high,disc-metadata-value,auergefahr,2007,CBS082007DVDBonus,2007,1,Auer Gefahr,auer gefahr,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
augustus,Augustus,CBS012006DVD,1,1,high,disc-manifest-path; disc-metadata-command; disc-metadata-value,augustus,2006,CBS012006DVD,2006,1,Augustus,augustus,unknown,game_title,game,,high,ambiguous,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; demoted_weak_alias_match,60
aura die heiligen ringe,Aura Die heiligen Ringe,CBS102006DVD,2,2,high,disc-metadata-value,auradieheiligenringe,2006,CBS062007DVD,2007,1,Aura Dieheiligen Ringe,aura dieheiligen ringe,unknown,game_title,game,manual_token_repair,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
aura tor zur ewigkeit,Aura Tor zur Ewigkeit,CBS112004DVD,2,2,high,disc-metadata-value,auratorzurewigkeit,2004,CBS032005DVD,2005,2,Aura Tor zur Ewigkeit; Aura Tor zur Ewigkeit v 1,aura tor zur ewigkeit; aura tor zur ewigkeit v 1,unknown,game_title,game,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
aurora watching,Aurora Watching,CBS072005DVD,1,1,high,disc-metadata-value,aurorawatching,2005,CBS072005DVD,2005,1,Aurora Watching,aurora watching,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
autobahn raser 2,Autobahn Raser 2,CBS042002,1,1,high,vollversion-fullversion,autobahnraser2,2002,CBS042002,2002,1,Autobahn Raser 2,autobahn raser 2,full_version,full_version_game,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
autobahnraser 3,Autobahnraser 3,CBS122002,1,1,high,vollversion-fullversion,autobahnraser3,2002,CBS122002,2002,1,Autobahnraser 3,autobahnraser 3,full_version,full_version_game,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
autobahn raser 4,Autobahn Raser 4,CBS032004 (CD1),2,2,high,vollversion-fullversion,autobahnraser4,2004,CBS032004 (CD2),2004,1,Autobahn Raser 4,autobahn raser 4,full_version,full_version_game,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
autobahn raser das spiel,Autobahn Raser Das Spiel,CBS052005DVD,1,1,high,disc-metadata-value,autobahnraserdasspiel,2005,CBS052005DVD,2005,1,Autobahn Raser Das Spiel,autobahn raser das spiel,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
